plant,pollinator,first_year,last_year,n_dated
Ligustrum obtusifolium,Falsomordellistena pubescens,2022.0,2022.0,1
Ligustrum obtusifolium,Hylaeus modestus,2022.0,2022.0,2
Ligustrum obtusifolium,Lon zabulon,2014.0,2024.0,4
Ligustrum obtusifolium,Microchrysa polita,2020.0,2020.0,1
Ligustrum obtusifolium,Mordella marginata,2022.0,2022.0,2
Ligustrum obtusifolium,Papilio cresphontes,2014.0,2022.0,2
Ligustrum obtusifolium,Papilio glaucus,2004.0,2022.0,2
Ligustrum obtusifolium,Pieris rapae,2021.0,2021.0,1
Ligustrum obtusifolium,Polygonia interrogationis,2019.0,2019.0,1
Ligustrum obtusifolium,Prenolepis imparis,2024.0,2024.0,1
Ligustrum obtusifolium,Taeniaptera trivittata,2022.0,2022.0,1
Ligustrum obtusifolium,Toxomerus geminatus,2023.0,2023.0,2
Ligustrum obtusifolium,Vanessa cardui,2005.0,2005.0,1
Ligustrum obtusifolium,Xylocopa virginica,2021.0,2024.0,5
Ligustrum ovalifolium,Apis mellifera,2019.0,2025.0,4
Ligustrum ovalifolium,Bombus,2020.0,2020.0,1
Ligustrum ovalifolium,Bombus bimaculatus,2023.0,2023.0,2
Ligustrum ovalifolium,Bombus griseocollis,2015.0,2019.0,2
Ligustrum ovalifolium,Bombus impatiens,2024.0,2024.0,1
Ligustrum ovalifolium,Bombus perplexus,2023.0,2024.0,2
Ligustrum ovalifolium,Chauliognathus marginatus,2018.0,2018.0,3
Ligustrum ovalifolium,Megachile sculpturalis,2015.0,2015.0,1
Ligustrum ovalifolium,Papilio glaucus,2023.0,2023.0,1
Ligustrum ovalifolium,Vanessa atalanta,2014.0,2023.0,4
Ligustrum ovalifolium,Vanessa virginiensis,2021.0,2021.0,1
Ligustrum ovalifolium,Xylocopa virginica,2019.0,2024.0,2
Ligustrum quihoui,Asterocampa clyton,2024.0,2024.0,1
Ligustrum sinense,Apis mellifera,2019.0,2026.0,11
Ligustrum sinense,Argopistes tsekooni,2025.0,2025.0,5
Ligustrum sinense,Asterocampa celtis,2019.0,2019.0,1
Ligustrum sinense,Atlides halesus,2026.0,2026.0,1
Ligustrum sinense,Battus philenor,2015.0,2015.0,1
Ligustrum sinense,Bombus,2021.0,2021.0,1
Ligustrum sinense,Bombus fraternus,2026.0,2026.0,1
Ligustrum sinense,Chauliognathus marginatus,2024.0,2024.0,2
Ligustrum sinense,Dahana atripennis,2020.0,2020.0,1
Ligustrum sinense,Eupeodes fumipennis,2026.0,2026.0,1
Ligustrum sinense,Eupeodes volucris,2026.0,2026.0,1
Ligustrum sinense,Glyptobaris lecontei,2024.0,2024.0,1
Ligustrum sinense,Halictus farinosus,2026.0,2026.0,1
Ligustrum sinense,Harrisina americana,2024.0,2024.0,1
Ligustrum sinense,Lucilia sericata,2026.0,2026.0,1
Ligustrum sinense,Megachile xylocopoides,2026.0,2026.0,3
Ligustrum sinense,Papilio glaucus,2019.0,2019.0,1
Ligustrum sinense,Papilio rutulus,2026.0,2026.0,2
Ligustrum sinense,Plecia nearctica,2021.0,2021.0,2
Ligustrum sinense,Polistes exclamans,2023.0,2023.0,1
Ligustrum sinense,Polygonia interrogationis,2015.0,2015.0,1
Ligustrum sinense,Scaeva affinis,2026.0,2026.0,1
Ligustrum sinense,Vanessa atalanta,2015.0,2015.0,3
Ligustrum sinense,Vanessa cardui,2019.0,2019.0,1
Ligustrum sinense,Xylocopa tabaniformis,2026.0,2026.0,1
Ligustrum vulgare,Apis mellifera,2020.0,2020.0,2
Ligustrum vulgare,Bombus impatiens,2020.0,2024.0,2
Ligustrum vulgare,Chauliognathus marginatus,2019.0,2022.0,5
Ligustrum vulgare,Danaus plexippus,2012.0,2012.0,1
Ligustrum vulgare,Papilio glaucus,2013.0,2013.0,1
Ligustrum vulgare,Papilio polyxenes,2018.0,2018.0,1
Ligustrum vulgare,Parancistrocerus leionotus,2020.0,2020.0,2
Ligustrum vulgare,Vanessa atalanta,2018.0,2018.0,1
Ligustrum vulgare,Vanessa cardui,2022.0,2022.0,1
Ligustrum vulgare,Vanessa virginiensis,2012.0,2012.0,1
Ligustrum vulgare,Xylocopa virginica,2020.0,2020.0,1
Lilium canadense,Coleomegilla maculata,2024.0,2024.0,1
Lilium canadense,Dolichovespula arenaria,2019.0,2019.0,2
Lilium canadense,Lilioceris lilii,2024.0,2024.0,1
Lilium canadense,Lycaena hypophlaeas,2024.0,2024.0,1
Lilium columbianum,Papilio eurymedon,2015.0,2015.0,1
Lilium columbianum,Papilio rutulus,2022.0,2025.0,2
Lilium columbianum,Parnassius clodius,2009.0,2009.0,1
Lilium humboldtii,Papilio eurymedon,2022.0,2022.0,1
Lilium humboldtii,Papilio rutulus,2012.0,2012.0,1
Lilium kelloggii,Parnassius clodius,2024.0,2024.0,2
Lilium lancifolium,Archilochus colubris,2020.0,2024.0,5
Lilium lancifolium,Limenitis astyanax,2025.0,2025.0,1
Lilium lancifolium,Odontopus calceatus,2024.0,2024.0,1
Lilium lancifolium,Papilio glaucus,2014.0,2014.0,1
Lilium michiganense,Apis mellifera,2025.0,2025.0,1
Lilium michiganense,Augochlora pura,2018.0,2018.0,2
Lilium michiganense,Battus philenor,2025.0,2025.0,1
Lilium michiganense,Megachile montivaga,2018.0,2018.0,2
Lilium michiganense,Papilio polyxenes,2015.0,2015.0,1
Lilium michiganense,Polistes dominula,2025.0,2025.0,1
Lilium pardalinum,Papilio eurymedon,2017.0,2024.0,4
Lilium pardalinum,Papilio rutulus,2017.0,2025.0,2
Lilium parryi,Bombus melanopygus,2022.0,2022.0,1
Lilium parryi,Halictus farinosus,2021.0,2021.0,1
Lilium parryi,Hyles lineata,2001.0,2001.0,2
Lilium parvum,Papilio rutulus,2018.0,2018.0,1
Lilium philadelphicum,Clossiana toddi,2024.0,2024.0,3
Lilium philadelphicum,Lilioceris lilii,2023.0,2023.0,1
Lilium philadelphicum,Papilio canadensis,2014.0,2021.0,7
Lilium philadelphicum,Papilio glaucus,2009.0,2023.0,3
Lilium philadelphicum,Phyciodes tharos,2017.0,2017.0,1
Lilium philadelphicum,Satyrium edwardsii,2023.0,2023.0,1
Lilium superbum,Ammophila procera,,,0
Lilium superbum,Andrena carlini,,,0
Lilium superbum,Andrena helianthi,,,0
Lilium superbum,Anoplodera pubera,,,0
Lilium superbum,Bibio albipennis,,,0
Lilium superbum,Ceratina dupla,,,0
Lilium superbum,Chalcosyrphus nemorum,,,0
Lilium superbum,Eumenes fraternus,,,0
Lilium superbum,Limnophora narona,,,0
Lilium superbum,Megachile mendica,,,0
Lilium superbum,Melissodes agilis,,,0
Lilium superbum,Papilio glaucus,2007.0,2023.0,6
Lilium superbum,Papilio troilus,2020.0,2020.0,1
Lilium superbum,Sapyga centrata,,,0
Lilium superbum,Scolia nobilitata,,,0
Lilium superbum,Strymon melinus,2019.0,2019.0,2
Limnanthes douglasii,Andrena prunorum,2022.0,2022.0,1
Limnanthes douglasii,Anthrenus verbasci,2023.0,2023.0,1
Limnanthes douglasii,Apis mellifera,2018.0,2024.0,4
Limnanthes douglasii,Bombus melanopygus,2018.0,2018.0,1
Limnanthes douglasii,Bombylius major,2026.0,2026.0,1
Limnanthes douglasii,Eupeodes fumipennis,2024.0,2024.0,1
Limnanthes douglasii,Eupeodes volucris,2024.0,2024.0,1
Limnanthes douglasii,Helophilus fasciatus,2023.0,2023.0,1
Limnanthes douglasii,Osmia lignaria,2020.0,2020.0,1
Limnanthes douglasii,Protosmia rubifloris,2026.0,2026.0,1
Limnanthes douglasii,Syritta pipiens,2024.0,2024.0,1
Limonium californicum,Pieris rapae,2021.0,2021.0,1
Limonium carolinianum,Agapostemon texanus,2024.0,2024.0,1
Limonium carolinianum,Apis mellifera,2024.0,2024.0,1
Limonium carolinianum,Ceratina strenua,2022.0,2022.0,1
Limonium carolinianum,Cercyonis pegala,2019.0,2019.0,1
Limonium carolinianum,Colias eurytheme,2000.0,2000.0,1
Limonium carolinianum,Danaus plexippus,2025.0,2025.0,1
Limonium carolinianum,Eremnophila aureonotata,2023.0,2023.0,1
Limonium carolinianum,Eristalinus aeneus,2025.0,2025.0,1
Limonium carolinianum,Eristalis arbustorum,2025.0,2025.0,1
Limonium carolinianum,Eupeodes americanus,2022.0,2022.0,1
Limonium carolinianum,Eurema lisa,2021.0,2021.0,1
Limonium carolinianum,Exoprosopa fasciata,2021.0,2021.0,1
Limonium carolinianum,Helophilus lapponicus,2022.0,2022.0,1
Limonium carolinianum,Hylephila phyleus,2013.0,2013.0,1
Limonium carolinianum,Junonia coenia,2022.0,2022.0,1
Limonium carolinianum,Lasioglossum marinum,2023.0,2024.0,2
Limonium carolinianum,Lycaena hypophlaeas,2022.0,2022.0,1
Limonium carolinianum,Panoquina panoquin,2023.0,2023.0,2
Limonium carolinianum,Papilio zelicaon,2010.0,2010.0,1
Limonium carolinianum,Pieris rapae,2016.0,2016.0,1
Limonium carolinianum,Poanes viator,2022.0,2022.0,1
Limonium carolinianum,Scolia dubia,2019.0,2019.0,1
Limonium carolinianum,Sphex pensylvanicus,2020.0,2021.0,2
Limonium carolinianum,Toxomerus marginatus,2021.0,2024.0,2
Limonium perezii,Anthophora californica,2025.0,2025.0,3
Limonium perezii,Bombus californicus,2025.0,2025.0,2
Limonium perezii,Bombus crotchii,2025.0,2025.0,7
Limonium perezii,Bombus sonorus,2016.0,2025.0,17
Limonium perezii,Bombus vosnesenskii,2022.0,2025.0,4
Limonium perezii,Danaus plexippus,2021.0,2021.0,2
Limonium perezii,Dielis tolteca,2016.0,2018.0,2
Limonium perezii,Erynnis funeralis,2026.0,2026.0,1
Limonium perezii,Hylephila phyleus,2016.0,2016.0,2
Limonium perezii,Lerodea eufala,2016.0,2019.0,2
Limonium perezii,Nymphalis antiopa,2025.0,2025.0,1
Limonium perezii,Panoquina errans,2025.0,2025.0,2
Limonium perezii,Papilio zelicaon,2016.0,2016.0,2
Limonium perezii,Pieris rapae,2015.0,2016.0,2
Limonium perezii,Strymon melinus,2016.0,2016.0,2
Limonium perezii,Vanessa cardui,2020.0,2026.0,4
Limonium sinuatum,Apis mellifera,2022.0,2022.0,1
Limonium sinuatum,Bombus californicus,2024.0,2024.0,3
Limonium sinuatum,Bombus crotchii,2020.0,2020.0,1
Limonium sinuatum,Bombus sonorus,2017.0,2017.0,1
Limonium sinuatum,Bombus vosnesenskii,2024.0,2024.0,1
Limonium sinuatum,Colias eurytheme,2023.0,2023.0,1
Limonium sinuatum,Epargyreus clarus,2024.0,2024.0,1
Limonium sinuatum,Hylephila phyleus,2015.0,2015.0,2
Limonium sinuatum,Papilio zelicaon,2017.0,2017.0,1
Limonium sinuatum,Pieris rapae,2020.0,2020.0,1
Limonium sinuatum,Vanessa cardui,2015.0,2015.0,1
Linanthus californicus,Colias eurytheme,1980.0,1980.0,1
Linanthus californicus,Hemaris thetis,2020.0,2020.0,1
Linanthus californicus,Papilio eurymedon,2017.0,2017.0,1
Linanthus dianthiflorus,Anthocharis sara,2016.0,2019.0,3
Linaria dalmatica,Andrena prunorum,2014.0,2014.0,1
Linaria dalmatica,Anthidiellum robertsoni,2024.0,2024.0,1
Linaria dalmatica,Anthophora terminalis,2014.0,2025.0,8
Linaria dalmatica,Anthophora ursina,2015.0,2015.0,2
Linaria dalmatica,Apis mellifera,2014.0,2015.0,8
Linaria dalmatica,Bombus appositus,2010.0,2025.0,100
Linaria dalmatica,Bombus bifarius,2014.0,2014.0,3
Linaria dalmatica,Bombus californicus,2010.0,2010.0,4
Linaria dalmatica,Bombus centralis,2010.0,2024.0,4
Linaria dalmatica,Bombus fervidus,2010.0,2025.0,28
Linaria dalmatica,Bombus flavifrons,2014.0,2014.0,1
Linaria dalmatica,Bombus griseocollis,2010.0,2025.0,17
Linaria dalmatica,Bombus huntii,2018.0,2025.0,5
Linaria dalmatica,Bombus nevadensis,2010.0,2025.0,12
Linaria dalmatica,Bombus pensylvanicus,2024.0,2024.0,2
Linaria dalmatica,Bombus rufocinctus,2024.0,2024.0,1
Linaria dalmatica,Bombus sonorus,2025.0,2025.0,1
Linaria dalmatica,Bombus vagans,2024.0,2024.0,2
Linaria dalmatica,Bombus vancouverensis,2024.0,2024.0,1
Linaria dalmatica,Danaus plexippus,2024.0,2024.0,1
Linaria dalmatica,Eristalis tenax,2025.0,2025.0,1
Linaria dalmatica,Hemipenthes morioides,2014.0,2014.0,1
Linaria dalmatica,Hoplitis hypocrita,2010.0,2015.0,10
Linaria dalmatica,Hoplitis truncata,2015.0,2015.0,1
Linaria dalmatica,Lasioglossum albipenne,2014.0,2015.0,4
Linaria dalmatica,Lasioglossum egregium,2014.0,2014.0,1
Linaria dalmatica,Lasioglossum nigroviride,2015.0,2015.0,1
Linaria dalmatica,Lasioglossum sedi,2015.0,2015.0,2
Linaria dalmatica,Mecinus janthiniformis,2023.0,2023.0,1
Linaria dalmatica,Megachile frigida,2014.0,2015.0,6
Linaria dalmatica,Megachile perihirta,2010.0,2014.0,2
Linaria dalmatica,Megachile pugnata,2015.0,2015.0,1
Linaria dalmatica,Osmia juxta,2014.0,2015.0,2
Linaria dalmatica,Osmia trevoris,2014.0,2014.0,1
Linaria dalmatica,Rhinusa antirrhini,2025.0,2025.0,1
Linaria dalmatica,Selasphorus calliope,2010.0,2010.0,4
Linaria dalmatica,Villa alternata,2014.0,2014.0,1
Linaria dalmatica,Villa lateralis,2014.0,2015.0,4
Linaria maroccana,Anthidium manicatum,2025.0,2025.0,1
Linaria maroccana,Anthophora terminalis,2025.0,2025.0,1
Linaria maroccana,Bombus auricomus,2025.0,2025.0,1
Linaria purpurea,Anthidium manicatum,2012.0,2024.0,35
Linaria purpurea,Bombus californicus,2012.0,2012.0,18
Linaria purpurea,Bombus flavifrons,2012.0,2025.0,13
Linaria purpurea,Bombus mixtus,2012.0,2012.0,4
Linaria purpurea,Bombus ternarius,2022.0,2022.0,1
Linaria purpurea,Bombus vosnesenskii,2012.0,2023.0,7
Linaria purpurea,Calypte anna,2012.0,2012.0,1
Linaria purpurea,Junonia coenia,2024.0,2024.0,1
Linaria purpurea,Lasioglossum nevadense,2012.0,2012.0,1
Linaria purpurea,Pieris rapae,2025.0,2025.0,1
Linaria purpurea,Strymon melinus,2025.0,2025.0,1
Linaria vulgaris,Agapostemon splendens,2024.0,2024.0,1
Linaria vulgaris,Andrena carlini,,,0
Linaria vulgaris,Andrena helianthi,,,0
Linaria vulgaris,Andrena miserabilis,,,0
Linaria vulgaris,Andrena pruni,,,0
Linaria vulgaris,Anthidium manicatum,2021.0,2025.0,5
Linaria vulgaris,Anthophora terminalis,2021.0,2023.0,3
Linaria vulgaris,Apis mellifera,2015.0,2024.0,11
Linaria vulgaris,Bombus,2021.0,2021.0,2
Linaria vulgaris,Bombus bifarius,2019.0,2019.0,2
Linaria vulgaris,Bombus borealis,2016.0,2024.0,6
Linaria vulgaris,Bombus fervidus,2014.0,2025.0,11
Linaria vulgaris,Bombus flavifrons,2019.0,2024.0,4
Linaria vulgaris,Bombus griseocollis,2023.0,2025.0,3
Linaria vulgaris,Bombus impatiens,2018.0,2025.0,23
Linaria vulgaris,Bombus occidentalis,2018.0,2024.0,3
Linaria vulgaris,Bombus pensylvanicus,2023.0,2023.0,1
Linaria vulgaris,Bombus rufocinctus,2024.0,2024.0,1
Linaria vulgaris,Bombus vagans,2018.0,2024.0,12
Linaria vulgaris,Bombus vosnesenskii,2019.0,2019.0,1
Linaria vulgaris,Calophasia lunula,2021.0,2023.0,3
Linaria vulgaris,Ceratina dupla,,,0
Linaria vulgaris,Ceratina mikmaqi,2025.0,2025.0,1
Linaria vulgaris,Colias philodice,2025.0,2025.0,1
Linaria vulgaris,Colletes productus,,,0
Linaria vulgaris,Cryptocephalus insertus,,,0
Linaria vulgaris,Danaus plexippus,2024.0,2024.0,1
Linaria vulgaris,Epeolus bifasciatus,,,0
Linaria vulgaris,Halictus ligatus,2024.0,2024.0,1
Linaria vulgaris,Helicoverpa zea,2024.0,2024.0,1
Linaria vulgaris,Hemaris diffinis,2020.0,2020.0,1
Linaria vulgaris,Hyles lineata,2020.0,2020.0,1
Linaria vulgaris,Leptometopa latipes,,,0
Linaria vulgaris,Limenitis weidemeyerii,,,0
Linaria vulgaris,Lispe albitarsis,,,0
Linaria vulgaris,Megachile mendica,,,0
Linaria vulgaris,Melissodes agilis,,,0
Linaria vulgaris,Melissodes druriellus,2021.0,2021.0,1
Linaria vulgaris,Nomada integerrima,,,0
Linaria vulgaris,Osmia conjuncta,,,0
Linaria vulgaris,Papilio glaucus,2017.0,2017.0,1
Linaria vulgaris,Papilio polyxenes,2017.0,2022.0,3
Linaria vulgaris,Papilio troilus,2023.0,2024.0,2
Linaria vulgaris,Phoebis sennae,2020.0,2020.0,1
Linaria vulgaris,Poecilanthrax alcyon,,,0
Linaria vulgaris,Rachiplusia ou,2024.0,2024.0,1
Linaria vulgaris,Rhinusa antirrhini,2022.0,2022.0,1
Linaria vulgaris,Sapyga centrata,,,0
Linaria vulgaris,Sphecodes illinoensis,,,0
Linaria vulgaris,Strangalia famelica,2023.0,2023.0,1
Linaria vulgaris,Strymon melinus,2024.0,2024.0,1
Linaria vulgaris,Tachytes chrysopyga,,,0
Linaria vulgaris,Toxomerus geminatus,2023.0,2023.0,1
Linaria vulgaris,Toxomerus marginatus,2025.0,2025.0,1
Linaria vulgaris,Trichiotinus affinis,,,0
Linaria vulgaris,Vespula pensylvanica,,,0
Linaria vulgaris,Xylocopa virginica,2021.0,2022.0,2
Lindera benzoin,Andrena vicina,2018.0,2018.0,2
Lindera benzoin,Apis mellifera,2021.0,2021.0,1
Lindera benzoin,Augochlora pura,2024.0,2024.0,1
Lindera benzoin,Callosamia promethea,2024.0,2025.0,4
Lindera benzoin,Camponotus chromaiodes,2024.0,2024.0,1
Lindera benzoin,Camponotus subbarbatus,2023.0,2023.0,1
Lindera benzoin,Chrysopilus thoracicus,2021.0,2021.0,1
Lindera benzoin,Colletes inaequalis,2017.0,2017.0,2
Lindera benzoin,Condylostylus comatus,2020.0,2020.0,1
Lindera benzoin,Cyrtophorus verrucosus,2022.0,2022.0,1
Lindera benzoin,Dolerus unicolor,2020.0,2023.0,4
Lindera benzoin,Eupeodes americanus,2022.0,2022.0,1
Lindera benzoin,Harmonia axyridis,2022.0,2026.0,4
Lindera benzoin,Hylaeus modestus,2021.0,2021.0,1
Lindera benzoin,Lethe anthedon,2026.0,2026.0,1
Lindera benzoin,Papilio canadensis,2025.0,2025.0,1
Lindera benzoin,Papilio troilus,2017.0,2025.0,27
Lindera benzoin,Photinus corrusca,2018.0,2018.0,2
Lindera benzoin,Polygonia comma,2020.0,2020.0,1
Lindera benzoin,Prenolepis imparis,2018.0,2026.0,8
Lindera benzoin,Priocnemis minorata,2020.0,2020.0,2
Lindera benzoin,Spilosoma virginica,2025.0,2025.0,1
Lindera benzoin,Syrphus torvus,2024.0,2024.0,3
Lindera benzoin,Vanessa atalanta,2019.0,2019.0,1
Lindernia dubia,Ceratina calcarata,,,0
Lindernia dubia,Lasioglossum obscurum,,,0
Lindernia dubia,Lasioglossum tegulare,,,0
Linnaea borealis,Bombus bifarius,2009.0,2009.0,3
Linnaea borealis,Bombus flavifrons,2014.0,2023.0,3
Linnaea borealis,Bombus mixtus,2014.0,2015.0,3
Linnaea borealis,Bombus sitkensis,2018.0,2018.0,1
Linnaea borealis,Bombus vagans,,,0
Linnaea borealis,Euphyes vestris,,,0
Linnaea borealis,Hemaris diffinis,2022.0,2022.0,1
Linnaea borealis,Hylaeus leptocephalus,,,0
Linnaea borealis,Lasioglossum cressonii,,,0
Linnaea borealis,Lasioglossum quebecense,,,0
Linnaea borealis,Melangyna lasiophthalma,,,0
Linnaea borealis,Osmia proxima,,,0
Linnaea borealis,Osmia pumila,,,0
Linnaea borealis,Osmia tristella,2014.0,2014.0,1
Linum bienne,Glaucopsyche lygdamus,2025.0,2025.0,1
Linum bienne,Icaricia acmon,2021.0,2021.0,1
Linum pratense,Echinargus isola,2023.0,2023.0,1
Linum pratense,Pontia protodice,2017.0,2017.0,1
Linum rigidum,Euptoieta claudia,2019.0,2019.0,1
Linum rigidum,Kricogonia lyside,2014.0,2014.0,1
Liparis liliifolia,Andrena pruni,,,0
Liparis liliifolia,Andrena spiraeana,,,0
Liparis liliifolia,Anoplodera pubera,,,0
Liparis liliifolia,Bibio albipennis,,,0
Liparis liliifolia,Ceratina dupla,,,0
Liparis liliifolia,Cryptocephalus insertus,,,0
Liparis liliifolia,Entypus unifasciatus,,,0
Liparis liliifolia,Helophilus latifrons,,,0
Liparis liliifolia,Hyptia reticulata,,,0
Liparis liliifolia,Ichneumon ambulatorius,,,0
Liparis liliifolia,Leptometopa latipes,,,0
Liparis liliifolia,Megachile mendica,,,0
Liparis liliifolia,Melissodes agilis,,,0
Liparis liliifolia,Meromyza americana,,,0
Liparis liliifolia,Mordellistena comata,,,0
Liparis liliifolia,Myospila meditabunda,,,0
Liparis liliifolia,Osmia atriventris,,,0
Liparis liliifolia,Osmia conjuncta,,,0
Liparis liliifolia,Pseudopanurgus labrosus,,,0
Liparis liliifolia,Scolia nobilitata,,,0
Liparis liliifolia,Tapinoma sessile,2020.0,2020.0,1
Liparis liliifolia,Triepeolus helianthi,,,0
Liparis liliifolia,Typocerus lugubris,,,0
Liparis liliifolia,Vanessa atalanta,,,0
Lippia alba,Hemiargus ceraunus,2024.0,2024.0,1
Liquidambar styraciflua,Acronicta oblinita,2023.0,2023.0,1
Liquidambar styraciflua,Actias luna,2025.0,2025.0,1
Liquidambar styraciflua,Eacles imperialis,2022.0,2022.0,1
Liquidambar styraciflua,Photinus pyralis,2025.0,2025.0,1
Liriodendron tulipifera,Apis mellifera,2024.0,2024.0,1
Liriodendron tulipifera,Archilochus colubris,2021.0,2024.0,2
Liriodendron tulipifera,Bombus impatiens,2021.0,2025.0,3
Liriodendron tulipifera,Brachiacantha quadripunctata,2022.0,2022.0,1
Liriodendron tulipifera,Callosamia promethea,2023.0,2024.0,2
Liriodendron tulipifera,Camponotus subbarbatus,2022.0,2022.0,1
Liriodendron tulipifera,Chilocorus stigma,2022.0,2022.0,3
Liriodendron tulipifera,Chrysopilus quadratus,2022.0,2022.0,1
Liriodendron tulipifera,Coccinella septempunctata,2025.0,2025.0,1
Liriodendron tulipifera,Colletes thoracicus,2025.0,2025.0,3
Liriodendron tulipifera,Condylostylus caudatus,2022.0,2022.0,1
Liriodendron tulipifera,Cratichneumon parata,2022.0,2022.0,1
Liriodendron tulipifera,Crossocerus impressifrons,2022.0,2022.0,2
Liriodendron tulipifera,Delphinia picta,2022.0,2022.0,1
Liriodendron tulipifera,Epimecis hortaria,2019.0,2021.0,2
Liriodendron tulipifera,Eropterus trilineatus,2025.0,2025.0,1
Liriodendron tulipifera,Eutomostethus ephippium,2022.0,2022.0,1
Liriodendron tulipifera,Glyptobaris lecontei,2025.0,2025.0,1
Liriodendron tulipifera,Gnorimella maculosa,2023.0,2023.0,1
Liriodendron tulipifera,Harmonia axyridis,2022.0,2025.0,16
Liriodendron tulipifera,Hyperaspis bigeminata,2022.0,2022.0,1
Liriodendron tulipifera,Lymeon orbus,2022.0,2022.0,1
Liriodendron tulipifera,Mathildana newmanella,2024.0,2024.0,1
Liriodendron tulipifera,Messatoporus discoidalis,2022.0,2022.0,1
Liriodendron tulipifera,Osphya varians,2022.0,2025.0,2
Liriodendron tulipifera,Papilio glaucus,2020.0,2022.0,4
Liriodendron tulipifera,Papilio rutulus,2012.0,2012.0,1
Liriodendron tulipifera,Perilampus prothoracicus,2022.0,2022.0,1
Liriodendron tulipifera,Phyllocnistis liriodendronella,2021.0,2023.0,3
Liriodendron tulipifera,Pisenus humeralis,2022.0,2022.0,1
Liriodendron tulipifera,Podabrus rugosulus,2024.0,2024.0,1
Liriodendron tulipifera,Polistes exclamans,2023.0,2023.0,1
Liriodendron tulipifera,Polistes fuscatus,2022.0,2022.0,1
Liriodendron tulipifera,Propylaea quatuordecimpunctata,2022.0,2022.0,1
Liriodendron tulipifera,Rainieria antennaepes,2022.0,2022.0,2
Liriodendron tulipifera,Resseliella liriodendri,2021.0,2022.0,2
Liriodendron tulipifera,Schizopyga frigida,2022.0,2022.0,3
Liriodendron tulipifera,Setanta compta,2022.0,2022.0,2
Liriodendron tulipifera,Stropenron hamata,2021.0,2021.0,1
Liriodendron tulipifera,Vespula consobrina,2022.0,2022.0,1
Liriodendron tulipifera,Vespula flavopilosa,2018.0,2018.0,2
Liriodendron tulipifera,Vespula germanica,2022.0,2022.0,1
Liriodendron tulipifera,Vespula maculifrons,2025.0,2025.0,2
Liriodendron tulipifera,Xylocopa virginica,2024.0,2024.0,1
Liriope muscari,Anagrapha falcifera,2020.0,2020.0,1
Liriope muscari,Bombus impatiens,2017.0,2024.0,7
Liriope muscari,Pieris rapae,2020.0,2020.0,1
Liriope muscari,Sphecius speciosus,2025.0,2025.0,1
Liriope spicata,Bombus fraternus,2024.0,2024.0,1
Lithophragma affine,Greya obscura,2019.0,2022.0,3
Lithophragma affine,Greya politella,2018.0,2018.0,1
Lithophragma glabrum,Bombus centralis,2018.0,2018.0,1
Lithophragma heterophyllum,Pieris marginalis,2015.0,2026.0,5
Lithophragma parviflorum,Adela septentrionella,2009.0,2009.0,3
Lithophragma parviflorum,Andrena angustitarsata,2017.0,2017.0,1
