plant,pollinator
Lotus corniculatus,Megachile pusilla
Lotus corniculatus,Oscinella frit
Lotus corniculatus,Pieris napi
Lotus corniculatus,Pollenia pediculata
Lotus corniculatus,Pseudoanthidium nanum
Lotus corniculatus,Pyrophaena granditarsa
Lotus corniculatus,Scathophaga stercoraria
Lotus corniculatus,Syritta pipiens
Lotus corniculatus,Syrphus vitripennis
Lotus pedunculatus,Andrena wilkella
Lotus pedunculatus,Anthidium manicatum
Lotus pedunculatus,Bombus
Lotus pedunculatus,Bombus hypnorum
Lotus pedunculatus,Bombus lapidarius
Lotus pedunculatus,Coenosia tigrina
Lotus pedunculatus,Episyrphus balteatus
Lotus pedunculatus,Eristalis nemorum
Lotus pedunculatus,Eristalis tenax
Lotus pedunculatus,Syrphus vitripennis
Lotus tenuis,Bombus lapidarius
Lotus tenuis,Megachile pusilla
Ludwigia alternifolia,Anacrabro ocellatus
Ludwigia alternifolia,Augochlora pura
Ludwigia alternifolia,Augochlorella aurata
Ludwigia alternifolia,Bombus pensylvanicus
Ludwigia alternifolia,Elkalyce comyntas
Ludwigia alternifolia,Halictus ligatus
Ludwigia alternifolia,Halictus parallelus
Ludwigia alternifolia,Lasioglossum imitatum
Ludwigia alternifolia,Lasioglossum pruinosum
Ludwigia alternifolia,Lasioglossum versatum
Ludwigia alternifolia,Megachile brevis
Ludwigia alternifolia,Megachile petulans
Ludwigia alternifolia,Philanthus ventilabris
Ludwigia leptocarpa,Megachile xylocopoides
Ludwigia octovalvis,Wasmannia auropunctata
Ludwigia palustris,Leptometopa latipes
Ludwigia peruviana,Augochlorella aurata
Ludwigia peruviana,Augochloropsis sumptuosa
Ludwigia peruviana,Coelioxys sayi
Ludwigia peruviana,Halictus ligatus
Ludwigia peruviana,Lasioglossum nymphale
Ludwigia peruviana,Megachile exilis
Ludwigia peruviana,Megachile georgica
Ludwigia peruviana,Megachile inimica
Ludwigia peruviana,Megachile mendica
Ludwigia peruviana,Megachile pruina
Ludwigia peruviana,Megachile pseudobrevis
Ludwigia suffruticosa,Bombus
Lunaria annua,Anthocharis cardamines
Lunaria annua,Bombus
Lunaria annua,Celastrina argiolus
Lunaria annua,Episyrphus balteatus
Lunaria annua,Hylaeus annulatus
Lunaria annua,Hylaeus hyalinatus
Lunaria annua,Hylaeus leptocephalus
Lunaria annua,Hylaeus pictipes
Lunaria annua,Hylaeus punctatus
Lunaria annua,Lon zabulon
Lunaria annua,Macroglossum stellatarum
Lunaria annua,Papilio machaon
Lunaria annua,Pieris napi
Lunaria annua,Pieris rapae
Lunaria annua,Syritta pipiens
Lupinus arboreus,Danaus plexippus
Lupinus argenteus,Agriades glandon
Lupinus argenteus,Andrena miranda
Lupinus argenteus,Anthophora ursina
Lupinus argenteus,Bombus
Lupinus argenteus,Bombus appositus
Lupinus argenteus,Bombus mixtus
Lupinus argenteus,Bombus occidentalis
Lupinus argenteus,Colias alexandra
Lupinus argenteus,Echinargus isola
Lupinus argenteus,Epargyreus clarus
Lupinus argenteus,Erynnis afranius
Lupinus argenteus,Erynnis persius
Lupinus argenteus,Euphyes vestris
Lupinus argenteus,Formica obscuripes
Lupinus argenteus,Formica podzolica
Lupinus argenteus,Galeruca rudis
Lupinus argenteus,Harkenclenus titus
Lupinus argenteus,Hesperia uncas
Lupinus argenteus,Hoplitis fulgida
Lupinus argenteus,Limenitis weidemeyerii
Lupinus argenteus,Megachile gemula
Lupinus argenteus,Oarisma garita
Lupinus argenteus,Ochlodes snowi
Lupinus argenteus,Osmia bucephala
Lupinus argenteus,Osmia juxta
Lupinus argenteus,Osmia lignaria
Lupinus argenteus,Osmia subaustralis
Lupinus argenteus,Osmia tristella
Lupinus argenteus,Pholisora catullus
Lupinus argenteus,Phyciodes pallida
Lupinus argenteus,Polites coras
Lupinus argenteus,Polites mystic
Lupinus argenteus,Polites themistocles
Lupinus argenteus,Terellia occidentalis
Lupinus argenteus,Vanessa virginiensis
Lupinus diffusus,Anthidiellum notatum
Lupinus diffusus,Anthidiellum perplexum
Lupinus diffusus,Bombus griseocollis
Lupinus diffusus,Megachile exilis
Lupinus formosus,Icaricia icarioides
Lupinus latifolius,Icaricia icarioides
Lupinus latifolius,Plebejus saepiolus
Lupinus microcarpus,Bombus vandykei
Lupinus nanus,Bombus bifarius
Lupinus nanus,Protosmia rubifloris
Lupinus perennis,Bombus affinis
Lupinus plattensis,Icaricia icarioides
Lupinus polyphyllus,Bombus
Lupinus polyphyllus,Bombus lapidarius
Lupinus westianus,Bombus
Lycium andersonii,Cynanthus latirostris
Lycium barbarum,Anthidium florentinum
Lycium barbarum,Bombus
Lycium barbarum,Bombus huntii
Lycium barbarum,Bombus hypnorum
Lycium barbarum,Bombus lapidarius
Lycium barbarum,Hesperia leonardus
Lycium berlandieri,Calypte costae
Lycium exsertum,Calypte costae
Lycopus americanus,Agapostemon sericeus
Lycopus americanus,Ammophila nigricans
Lycopus americanus,Ammophila pictipennis
Lycopus americanus,Ammophila procera
Lycopus americanus,Apis mellifera
Lycopus americanus,Archytas aterrima
Lycopus americanus,Bicyrtes ventralis
Lycopus americanus,Bombus pensylvanicus
Lycopus americanus,Calliopsis andreniformis
Lycopus americanus,Cerceris deserta
Lycopus americanus,Ceropales bipunctata
Lycopus americanus,Cochliomyia macellaria
Lycopus americanus,Colletes americanus
Lycopus americanus,Colletes latitarsis
Lycopus americanus,Elkalyce comyntas
Lycopus americanus,Entypus fulvicornis
Lycopus americanus,Eucerceris zonata
Lycopus americanus,Eumenes fraternus
Lycopus americanus,Exoprosopa fasciata
Lycopus americanus,Exoprosopa fascipennis
Lycopus americanus,Gymnoclytia immaculata
Lycopus americanus,Halictus ligatus
Lycopus americanus,Halictus parallelus
Lycopus americanus,Halictus rubicundus
Lycopus americanus,Hylaeus affinis
Lycopus americanus,Hylaeus illinoisensis
Lycopus americanus,Isodontia apicalis
Lycopus americanus,Lasioglossum imitatum
Lycopus americanus,Lasioglossum versatum
Lycopus americanus,Limenitis archippus
Lycopus americanus,Limnophora narona
Lycopus americanus,Lucilia sericata
Lycopus americanus,Megachile brevis
Lycopus americanus,Megachile mendica
Lycopus americanus,Megachile petulans
Lycopus americanus,Melissodes comptoides
Lycopus americanus,Melissodes druriellus
Lycopus americanus,Melissodes niveus
Lycopus americanus,Orthonevra nitida
Lycopus americanus,Philanthus gibbosus
Lycopus americanus,Philanthus ventilabris
Lycopus americanus,Pholisora catullus
Lycopus americanus,Phyciodes tharos
Lycopus americanus,Physocephala texana
Lycopus americanus,Physoconops brachyrhynchus
Lycopus americanus,Poecilopompilus interruptus
Lycopus americanus,Polistes annularis
Lycopus americanus,Polistes fuscatus
Lycopus americanus,Prionyx atratus
Lycopus americanus,Prionyx thomae
Lycopus americanus,Sceliphron caementarium
Lycopus americanus,Scolia bicincta
Lycopus americanus,Sphex ichneumoneus
Lycopus americanus,Stizoides renicinctus
Lycopus americanus,Stizus brevipennis
Lycopus americanus,Syritta pipiens
Lycopus americanus,Tachytes distinctus
Lycopus americanus,Toxomerus marginatus
Lycopus americanus,Triepeolus lunatus
Lycopus europaeus,Aglais urticae
Lycopus europaeus,Agrotis ipsilon
Lycopus europaeus,Amphipyra tragopoginis
Lycopus europaeus,Apamea sordens
Lycopus europaeus,Apis mellifera
Lycopus europaeus,Autographa gamma
Lycopus europaeus,Bombus hypnorum
Lycopus europaeus,Bombus lapidarius
Lycopus europaeus,Caradrina morpheus
Lycopus europaeus,Dysstroma truncata
Lycopus europaeus,Epirrhoe alternata
Lycopus europaeus,Epistrophe grossulariae
Lycopus europaeus,Episyrphus balteatus
Lycopus europaeus,Eristalis arbustorum
Lycopus europaeus,Eristalis nemorum
Lycopus europaeus,Eupeodes latifasciatus
Lycopus europaeus,Halictus rubicundus
Lycopus europaeus,Helophilus hybridus
Lycopus europaeus,Hydraecia micacea
Lycopus europaeus,Hydriomena furcata
Lycopus europaeus,Idaea dimidiata
Lycopus europaeus,Leucoma salicis
Lycopus europaeus,Mesapamea secalis
Lycopus europaeus,Myathropa florea
Lycopus europaeus,Noctua comes
Lycopus europaeus,Noctua pronuba
Lycopus europaeus,Oligia strigilis
Lycopus europaeus,Phragmatobia fuliginosa
Lycopus europaeus,Pieris rapae
Lycopus europaeus,Polistes dominula
Lycopus europaeus,Pyrophaena granditarsa
Lycopus europaeus,Syritta pipiens
Lycopus europaeus,Syrphus ribesii
Lycopus europaeus,Tyria jacobaeae
Lycopus europaeus,Vespula germanica
Lycopus europaeus,Xestia c-nigrum
Lycopus europaeus,Xestia xanthographa
Lycopus europaeus,Xylota segnis
Lycopus virginicus,Apis mellifera
Lygodesmia aphylla,Augochlorella aurata
Lyonia ferruginea,Bombus impatiens
Lyonia fruticosa,Augochloropsis sumptuosa
Lyonia fruticosa,Colletes banksi
Lyonia fruticosa,Xylocopa micans
Lysimachia arvensis,Pieris rapae
Lysimachia asperulifolia,Augochlorella aurata
Lysimachia ciliata,Lasioglossum versatum
Lysimachia clethroides,Bombus lapidarius
Lysimachia clethroides,Megachile rotundata
Lysimachia clethroides,Popillia japonica
Lysimachia vulgaris,Apis mellifera
Lysimachia vulgaris,Brassicogethes aeneus
Lysimachia vulgaris,Celypha cespitana
Lysimachia vulgaris,Episyrphus balteatus
Lysimachia vulgaris,Lasioglossum zonulum
Lysimachia vulgaris,Macropis nuda
Lysimachia vulgaris,Sceliphron caementarium
Lythrum alatum,Agapostemon sericeus
Lythrum alatum,Ammophila nigricans
Lythrum alatum,Ammophila procera
Lythrum alatum,Ancyloxypha numitor
Lythrum alatum,Apis mellifera
Lythrum alatum,Augochlorella aurata
Lythrum alatum,Calliopsis andreniformis
Lythrum alatum,Epeolus bifasciatus
Lythrum alatum,Eristalis stipator
Lythrum alatum,Exoprosopa fasciata
Lythrum alatum,Exoprosopa meigenii
Lythrum alatum,Florilegus condignus
Lythrum alatum,Halictus ligatus
Lythrum alatum,Helophilus latifrons
Lythrum alatum,Hoplitis pilosifrons
Lythrum alatum,Lasioglossum versatum
Lythrum alatum,Megachile brevis
Lythrum alatum,Megachile inimica
Lythrum alatum,Megachile mendica
Lythrum alatum,Megachile petulans
Lythrum alatum,Melissodes bimaculatus
Lythrum alatum,Melissodes comptoides
Lythrum alatum,Melissodes tepaneca
Lythrum alatum,Pholisora catullus
Lythrum alatum,Polites coras
Lythrum alatum,Pontia protodice
Lythrum alatum,Prionyx atratus
Lythrum alatum,Svastra atripes
Lythrum alatum,Svastra obliqua
Lythrum alatum,Systoechus vulgaris
Lythrum alatum,Triepeolus concavus
Lythrum alatum,Tropidia mamillata
Lythrum junceum,Burnsius communis
Lythrum junceum,Syritta pipiens
Lythrum salicaria,Aglais io
Lythrum salicaria,Aglais urticae
Lythrum salicaria,Agrotis ipsilon
Lythrum salicaria,Amphipyra tragopoginis
Lythrum salicaria,Apamea sordens
Lythrum salicaria,Autographa gamma
Lythrum salicaria,Bombus hypnorum
Lythrum salicaria,Bombus lapidarius
Lythrum salicaria,Caradrina morpheus
Lythrum salicaria,Celastrina argiolus
Lythrum salicaria,Chelostoma rapunculi
Lythrum salicaria,Colias croceus
Lythrum salicaria,Dysstroma truncata
Lythrum salicaria,Epirrhoe alternata
Lythrum salicaria,Episyrphus balteatus
Lythrum salicaria,Eristalis arbustorum
Lythrum salicaria,Halictus confusus
Lythrum salicaria,Hydraecia micacea
Lythrum salicaria,Hydriomena furcata
Lythrum salicaria,Hylaeus punctatus
Lythrum salicaria,Idaea dimidiata
Lythrum salicaria,Lasioglossum leucozonium
Lythrum salicaria,Lasioglossum zonulum
Lythrum salicaria,Leucoma salicis
Lythrum salicaria,Lycaena phlaeas
Lythrum salicaria,Macroglossum stellatarum
Lythrum salicaria,Megachile centuncularis
Lythrum salicaria,Megachile ericetorum
Lythrum salicaria,Mesapamea secalis
Lythrum salicaria,Myathropa florea
Lythrum salicaria,Noctua comes
Lythrum salicaria,Noctua pronuba
Lythrum salicaria,Ochlodes sylvanoides
Lythrum salicaria,Oligia strigilis
Lythrum salicaria,Osmia caerulescens
Lythrum salicaria,Papilio demoleus
Lythrum salicaria,Papilio machaon
Lythrum salicaria,Papilio multicaudata
Lythrum salicaria,Phragmatobia fuliginosa
Lythrum salicaria,Pieris canidia
Lythrum salicaria,Pieris napi
Lythrum salicaria,Polyommatus icarus
Lythrum salicaria,Syrphus ribesii
Lythrum salicaria,Tyria jacobaeae
Lythrum salicaria,Xestia c-nigrum
Lythrum salicaria,Xestia xanthographa
Machaeranthera tanacetifolia,Colias philodice
Machaeranthera tanacetifolia,Pyrgus communis
Magnolia grandiflora,Anthrenus flavipes
Magnolia grandiflora,Anthrenus verbasci
Magnolia grandiflora,Chauliognathus marginatus
Magnolia grandiflora,Conotelus obscurus
Magnolia grandiflora,Macrodactylus subspinosus
Magnolia grandiflora,Popillia japonica
Magnolia grandiflora,Trichiotinus bibens
Magnolia grandiflora,Trichiotinus piger
Magnolia grandiflora,Xylocopa virginica
Magnolia tripetala,Anthrenus verbasci
Magnolia tripetala,Apis mellifera
Magnolia tripetala,Byturus unicolor
Magnolia tripetala,Coleomegilla maculata
Magnolia tripetala,Gibbobruchus mimus
Maianthemum canadense,Bombus
Maianthemum racemosum,Aedes impiger
Maianthemum racemosum,Apis mellifera
Maianthemum racemosum,Augochlora pura
Maianthemum racemosum,Augochlorella aurata
Maianthemum racemosum,Hiatomyia cyanescens
Maianthemum racemosum,Lasioglossum imitatum
Maianthemum racemosum,Lasioglossum pectorale
Maianthemum racemosum,Trichiotinus affinis
Malephora crocea,Brephidium exilis
Malephora crocea,Pontia protodice
Malosma laurina,Vanessa cardui
Malosma laurina,Villa lateralis
Malva arborea,Apis mellifera
Malva arborea,Bombus hypnorum
Malva moschata,Bombus
Malva moschata,Bombus hypnorum
Malva moschata,Bombus lapidarius
Malva moschata,Botanophila fugax
Malva moschata,Calliphora vicina
Malva moschata,Episyrphus balteatus
Malva moschata,Lapposyrphus lapponicus
Malva moschata,Musca autumnalis
Malva moschata,Pieris rapae
Malva moschata,Rhagonycha fulva
Malva moschata,Thymelicus lineola
Malva neglecta,Bombus lapidarius
Malva neglecta,Chlosyne gorgone
Malva neglecta,Colias philodice
Malva neglecta,Paragus haemorrhous
Malva neglecta,Pyrgus communis
Malva nicaeensis,Bombus
Malva nicaeensis,Pieris rapae
Malva parviflora,Apis mellifera
Malva parviflora,Eristalis tenax
Malva sylvestris,Apis mellifera
Malva sylvestris,Autographa gamma
Malva sylvestris,Bombus
Malva sylvestris,Bombus hypnorum
Malva sylvestris,Bombus lapidarius
Malva sylvestris,Chelostoma rapunculi
Malva sylvestris,Colias croceus
Malva sylvestris,Episyrphus balteatus
Malva sylvestris,Heriades truncorum
Malva sylvestris,Lasioglossum leucozonium
Malva sylvestris,Lucilia silvarum
Malva sylvestris,Lycaena phlaeas
Malva sylvestris,Macroglossum stellatarum
Malva sylvestris,Megachile centuncularis
Malva sylvestris,Polites coras
Malva sylvestris,Rhagonycha fulva
Malva sylvestris,Syritta pipiens
Malva sylvestris,Vanessa atalanta
Malva sylvestris,Vanessa cardui
Malvaviscus arboreus,Anartia fatima
Marrubium vulgare,Anthidium manicatum
Marrubium vulgare,Bombus lapidarius
Marrubium vulgare,Erynnis afranius
Marrubium vulgare,Euphyes vestris
Marrubium vulgare,Hesperia viridis
Marrubium vulgare,Megachile brevis
Marrubium vulgare,Megachile ericetorum
Marrubium vulgare,Nomia nortoni
Matricaria discoidea,Aglais io
Matricaria discoidea,Anthomyia pluvialis
Matricaria discoidea,Araschnia levana
Matricaria discoidea,Aricia agestis
Matricaria discoidea,Celastrina argiolus
Matricaria discoidea,Episyrphus balteatus
Matricaria discoidea,Eristalis arbustorum
Matricaria discoidea,Eristalis tenax
Matricaria discoidea,Eupeodes latifasciatus
Matricaria discoidea,Helophilus hybridus
Matricaria discoidea,Lycaena phlaeas
Matricaria discoidea,Musca domestica
Matricaria discoidea,Myathropa florea
Matricaria discoidea,Paragus haemorrhous
Matricaria discoidea,Pieris napi
Matricaria discoidea,Pieris rapae
Matricaria discoidea,Polyommatus icarus
Matricaria discoidea,Pyrophaena granditarsa
Matricaria discoidea,Scathophaga stercoraria
Matricaria discoidea,Syritta pipiens
Matricaria discoidea,Syrphus ribesii
Matricaria discoidea,Syrphus vitripennis
Matricaria discoidea,Thymelicus lineola
Matricaria discoidea,Vanessa cardui
Matricaria discoidea,Xylota segnis
Matthiola incana,Aglais io
Matthiola incana,Aglais urticae
Matthiola incana,Celastrina argiolus
Matthiola incana,Colias croceus
Matthiola incana,Pieris napi
Matthiola incana,Pieris rapae
Matthiola incana,Polyommatus icarus
Medicago arabica,Andrena wilkella
Medicago lupulina,Acalymma vittatum
Medicago lupulina,Anania funebris
Medicago lupulina,Aricia agestis
Medicago lupulina,Bombus
Medicago lupulina,Bombus hypnorum
Medicago lupulina,Bombus lapidarius
Medicago lupulina,Delia platura
Medicago lupulina,Episyrphus balteatus
Medicago lupulina,Eristalis tenax
Medicago lupulina,Eupeodes latifasciatus
Medicago lupulina,Euphilotes enoptes
Medicago lupulina,Heriades truncorum
Medicago lupulina,Hylaeus hyalinatus
Medicago lupulina,Lasioglossum leucozonium
Medicago lupulina,Lycaena hypophlaeas
Medicago lupulina,Lycaena phlaeas
Medicago lupulina,Megachile centuncularis
Medicago lupulina,Megachile pusilla
Medicago lupulina,Musca autumnalis
Medicago lupulina,Oscinella frit
Medicago lupulina,Pieris oleracea
Medicago lupulina,Polistes dominula
Medicago lupulina,Pollenia pediculata
Medicago lupulina,Syritta pipiens
Medicago lupulina,Tharsalea dione
Medicago minima,Andrena wilkella
Medicago minima,Aricia agestis
Medicago minima,Megachile ericetorum
Medicago minima,Osmia inermis
Medicago polymorpha,Apis mellifera
Medicago sativa,Adalia bipunctata
Medicago sativa,Aglais io
Medicago sativa,Aglais milberti
Medicago sativa,Aglais urticae
Medicago sativa,Allograpta obliqua
Medicago sativa,Alypia octomaculata
Medicago sativa,Anagrapha falcifera
Medicago sativa,Ancyloxypha arene
Medicago sativa,Ancyloxypha numitor
Medicago sativa,Anthidium florentinum
Medicago sativa,Anthocharis cardamines
Medicago sativa,Araschnia levana
Medicago sativa,Aricia agestis
Medicago sativa,Atalopedes campestris
Medicago sativa,Atrytone delaware
Medicago sativa,Autographa californica
Medicago sativa,Autographa gamma
Medicago sativa,Battus philenor
Medicago sativa,Bombus
Medicago sativa,Bombus flavifrons
Medicago sativa,Bombus hypnorum
Medicago sativa,Bombus impatiens
Medicago sativa,Bombus insularis
Medicago sativa,Bombus lapidarius
Medicago sativa,Bombus perplexus
Medicago sativa,Bombus terricola
Medicago sativa,Brephidium exilis
Medicago sativa,Burnsius communis
Medicago sativa,Celastrina argiolus
Medicago sativa,Cercyonis oetus
Medicago sativa,Cercyonis pegala
Medicago sativa,Chloromyia formosa
Medicago sativa,Chlosyne gorgone
Medicago sativa,Coccinella septempunctata
Medicago sativa,Coenonympha california
Medicago sativa,Colias alexandra
Medicago sativa,Colias christina
Medicago sativa,Colias croceus
Medicago sativa,Colias eurytheme
Medicago sativa,Colias hyale
Medicago sativa,Colias philodice
Medicago sativa,Crambus perlellus
Medicago sativa,Danaus gilippus
Medicago sativa,Danaus plexippus
Medicago sativa,Echinargus isola
Medicago sativa,Epargyreus clarus
Medicago sativa,Episyrphus balteatus
Medicago sativa,Erebia epipsodea
Medicago sativa,Eristalis arbustorum
Medicago sativa,Eristalis stipator
Medicago sativa,Eristalis tenax
Medicago sativa,Erynnis afranius
Medicago sativa,Erynnis funeralis
Medicago sativa,Erynnis tristis
Medicago sativa,Euphyes vestris
Medicago sativa,Euptoieta claudia
Medicago sativa,Euptoieta hegesia
Medicago sativa,Exoprosopa decora
Medicago sativa,Exoprosopa fascipennis
Medicago sativa,Feltia jaculifera
Medicago sativa,Gastrophysa viridula
Medicago sativa,Glaucopsyche lygdamus
Medicago sativa,Halictus rubicundus
Medicago sativa,Helicoverpa zea
Medicago sativa,Hemaris diffinis
Medicago sativa,Hemaris thysbe
Medicago sativa,Hesperia comma
Medicago sativa,Hesperia juba
Medicago sativa,Hesperia sassacus
Medicago sativa,Hesperia viridis
Medicago sativa,Hesperopsis alpheus
Medicago sativa,Hylephila phyleus
Medicago sativa,Hyles gallii
Medicago sativa,Hyles lineata
Medicago sativa,Junonia coenia
Medicago sativa,Junonia grisea
Medicago sativa,Lasioglossum leucozonium
Medicago sativa,Lasioglossum pilosum
Medicago sativa,Lasioglossum zonulum
Medicago sativa,Leptotes marina
Medicago sativa,Lerodea eufala
Medicago sativa,Limenitis arthemis
Medicago sativa,Limenitis reducta
Medicago sativa,Limenitis weidemeyerii
Medicago sativa,Lucilia sericata
Medicago sativa,Lycaena dione
Medicago sativa,Lycaena heteronea
Medicago sativa,Lycaena phlaeas
Medicago sativa,Lycaena rubidus
Medicago sativa,Macroglossum stellatarum
Medicago sativa,Mastor aenus
Medicago sativa,Mastor vialis
Medicago sativa,Megachile centuncularis
Medicago sativa,Megachile ericetorum
Medicago sativa,Megachile melanophaea
Medicago sativa,Megachile rotundata
Medicago sativa,Nathalis iole
Medicago sativa,Oarisma garita
Medicago sativa,Ochlodes sylvanoides
Medicago sativa,Osmia caerulescens
Medicago sativa,Osmia inermis
Medicago sativa,Papilio canadensis
Medicago sativa,Papilio cresphontes
Medicago sativa,Papilio machaon
Medicago sativa,Papilio multicaudata
Medicago sativa,Papilio polyxenes
Medicago sativa,Papilio rutulus
Medicago sativa,Papilio zelicaon
Medicago sativa,Paragus haemorrhous
Medicago sativa,Pholisora catullus
Medicago sativa,Phyciodes batesii
Medicago sativa,Phyciodes pallida
Medicago sativa,Phyciodes picta
Medicago sativa,Phyciodes tharos
Medicago sativa,Pieris marginalis
Medicago sativa,Pieris napi
Medicago sativa,Pieris oleracea
Medicago sativa,Pieris rapae
Medicago sativa,Piruna pirus
Medicago sativa,Polites coras
Medicago sativa,Polites mystic
Medicago sativa,Polites origenes
Medicago sativa,Polites sabuleti
Medicago sativa,Polites themistocles
Medicago sativa,Polyommatus icarus
Medicago sativa,Pontia beckerii
Medicago sativa,Pontia occidentalis
Medicago sativa,Pontia protodice
Medicago sativa,Popillia japonica
Medicago sativa,Pyrgus communis
Medicago sativa,Pyrisitia lisa
Medicago sativa,Satyrium behrii
Medicago sativa,Selasphorus rufus
Medicago sativa,Speyeria aphrodite
Medicago sativa,Speyeria callippe
Medicago sativa,Speyeria coronis
Medicago sativa,Speyeria cybele
Medicago sativa,Speyeria edwardsii
Medicago sativa,Speyeria mormonia
Medicago sativa,Speyeria zerene
Medicago sativa,Strymon melinus
Medicago sativa,Syritta pipiens
Medicago sativa,Syrphus opinator
Medicago sativa,Tharsalea dione
Medicago sativa,Tharsalea helloides
Medicago sativa,Tharsalea hyllus
Medicago sativa,Thymelicus lineola
Medicago sativa,Toxomerus marginatus
Medicago sativa,Vanessa annabella
Medicago sativa,Vanessa atalanta
Medicago sativa,Vanessa cardui
Medicago sativa,Vernia verna
Medicago sativa,Villa fulviana
Medicago sativa,Wallengrenia egeremet
Medicago sativa,Zerene cesonia
Melia azedarach,Apis mellifera
Melilotus albus,Agapostemon sericeus
Melilotus albus,Ammophila pictipennis
Melilotus albus,Anoplius atrox
Melilotus albus,Anthidiellum notatum
Melilotus albus,Archytas aterrima
Melilotus albus,Belvosia bifasciata
Melilotus albus,Bembix nubilipennis
Melilotus albus,Bicyrtes ventralis
Melilotus albus,Bombus lapidarius
Melilotus albus,Bombus nevadensis
Melilotus albus,Bombus sylvicola
Melilotus albus,Calliopsis andreniformis
Melilotus albus,Celastrina argiolus
Melilotus albus,Ceratina dupla
Melilotus albus,Cerceris bicornuta
Melilotus albus,Cerceris clypeata
Melilotus albus,Cerceris compacta
Melilotus albus,Cerceris finitima
Melilotus albus,Cercyonis oetus
Melilotus albus,Ceropales bipunctata
Melilotus albus,Ceropales elegans
Melilotus albus,Chrysops striatus
Melilotus albus,Coelioxys rufitarsis
Melilotus albus,Coelioxys sayi
Melilotus albus,Colias philodice
Melilotus albus,Colletes eulophi
Melilotus albus,Colletes latitarsis
Melilotus albus,Colletes mandibularis
Melilotus albus,Colletes willistoni
Melilotus albus,Dianthidium floridiense
Melilotus albus,Entypus fulvicornis
Melilotus albus,Eristalinus aeneus
Melilotus albus,Eristalis stipator
Melilotus albus,Erynnis afranius
Melilotus albus,Eupeodes americanus
Melilotus albus,Euptoieta claudia
Melilotus albus,Glaucopsyche lygdamus
Melilotus albus,Halictus ligatus
Melilotus albus,Halictus parallelus
Melilotus albus,Harkenclenus titus
Melilotus albus,Helophilus latifrons
Melilotus albus,Heriades leavitti
Melilotus albus,Hesperia viridis
Melilotus albus,Hoplitis pilosifrons
Melilotus albus,Icaricia icarioides
Melilotus albus,Isodontia apicalis
Melilotus albus,Isodontia mexicana
Melilotus albus,Lasioglossum albipenne
Melilotus albus,Lasioglossum cinctipes
Melilotus albus,Lasioglossum leucozonium
Melilotus albus,Lasioglossum pectorale
Melilotus albus,Lasioglossum pruinosum
Melilotus albus,Lestica confluenta
Melilotus albus,Lycaena heteronea
Melilotus albus,Lycaena phlaeas
Melilotus albus,Lycaena rubidus
Melilotus albus,Megachile brevis
Melilotus albus,Megachile georgica
Melilotus albus,Megachile petulans
Melilotus albus,Mitoura spinetorum
Melilotus albus,Mordella marginata
Melilotus albus,Morellia micans
Melilotus albus,Neominois ridingsii
Melilotus albus,Nomada affabilis
Melilotus albus,Nomada articulata
Melilotus albus,Nomada superba
Melilotus albus,Oarisma edwardsii
Melilotus albus,Oxybelus emarginatus
Melilotus albus,Philanthus albopilosus
Melilotus albus,Phormia regina
Melilotus albus,Physocephala texana
Melilotus albus,Physoconops brachyrhynchus
Melilotus albus,Piruna pirus
Melilotus albus,Platycheirus quadratus
Melilotus albus,Poecilopompilus interruptus
Melilotus albus,Polistes carolina
Melilotus albus,Pontia protodice
Melilotus albus,Prionyx thomae
Melilotus albus,Satyrium behrii
Melilotus albus,Sceliphron caementarium
Melilotus albus,Speyeria edwardsii
Melilotus albus,Sphecodes dichrous
Melilotus albus,Stratiomys meigenii
Melilotus albus,Strymon sylvinus
Melilotus albus,Stylogaster biannulata
Melilotus albus,Tachytes distinctus
Melilotus albus,Tharsalea arota
Melilotus albus,Tharsalea dorcas
Melilotus albus,Thecla tetra
Melilotus albus,Thecophora occidensis
Melilotus albus,Trichiotinus affinis
Melilotus albus,Trichodes apiarius
Melilotus albus,Typocerus sinuatus
Melilotus albus,Vanessa atalanta
Melilotus albus,Vanessa virginiensis
Melilotus indicus,Polyommatus icarus
Melilotus officinalis,Bombus lapidarius
Melilotus officinalis,Bombus vancouverensis
Melilotus officinalis,Celastrina lucia
Melilotus officinalis,Coccinella trifasciata
Melilotus officinalis,Collops bipunctatus
Melilotus officinalis,Eresia aveyrona
Melilotus officinalis,Eristalis tenax
Melilotus officinalis,Feltia jaculifera
Melilotus officinalis,Harmonia axyridis
Melilotus officinalis,Hippodamia variegata
Melilotus officinalis,Limenitis arthemis
Melilotus officinalis,Ochlodes sylvanoides
Melilotus officinalis,Physocephala furcillata
Melissa officinalis,Bombus hypnorum
Melissa officinalis,Episyrphus balteatus
Melissa officinalis,Osmia caerulescens
Melissa officinalis,Pieris napi
Mentha arvensis,Aglais io
Mentha arvensis,Aglais urticae
Mentha arvensis,Anthocharis cardamines
Mentha arvensis,Archytas aterrima
Mentha arvensis,Augochlorella aurata
Mentha arvensis,Bembix nubilipennis
Mentha arvensis,Bombus
Mentha arvensis,Bombus lapidarius
Mentha arvensis,Celastrina argiolus
Mentha arvensis,Cercyonis oetus
Mentha arvensis,Cercyonis pegala
Mentha arvensis,Episyrphus balteatus
Mentha arvensis,Eristalis arbustorum
Mentha arvensis,Eristalis nemorum
Mentha arvensis,Eristalis tenax
