plant,r10_rank_n,r50_rank_n,hit_rank_n,r10_rank_n_tax_ldelta,r50_rank_n_tax_ldelta,hit_rank_n_tax_ldelta,r10_gbm_geo_tuned,r50_gbm_geo_tuned,hit_gbm_geo_tuned,r10_twotower_none,r50_twotower_none,hit_twotower_none,r10_twotower_bioclip,r50_twotower_bioclip,hit_twotower_bioclip,r10_twotower_bioclip2,r50_twotower_bioclip2,hit_twotower_bioclip2,degree,range_size,genus,genus_seen,deg_q,range_q
Chimaphila umbellata,0.0,0.1111111111111111,0.0,0.3333333333333333,1.0,1.0,0.5555555555555556,1.0,1.0,0.4444444444444444,1.0,1.0,0.4444444444444444,1.0,1.0,0.5555555555555556,1.0,1.0,9,431.0,Chimaphila,False,Q3,wide
Chiococca alba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,26.0,Chiococca,False,Q2,R2
Chorispora tenella,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,3,102.0,Chorispora,False,Q2,R3
Chorizanthe rigida,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,68.0,Chorizanthe,True,Q1 low,R3
Chromolaena odorata,0.0975609756097561,0.2682926829268293,1.0,0.0853658536585365,0.2317073170731707,1.0,0.073170731707317,0.3536585365853658,1.0,0.073170731707317,0.3414634146341463,1.0,0.1097560975609756,0.3780487804878049,1.0,0.1219512195121951,0.3902439024390244,1.0,82,52.0,Chromolaena,False,Q4 high,R3
Chrysobalanus icaco,0.1,0.35,1.0,0.1,0.4,1.0,0.05,0.45,1.0,0.1,0.35,1.0,0.1,0.4,1.0,0.1,0.4,1.0,20,20.0,Chrysobalanus,False,Q4 high,narrow
Chrysolepis chrysophylla,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2,31.0,Chrysolepis,True,Q1 low,R2
Chrysothamnus viscidiflorus,0.0697674418604651,0.2325581395348837,1.0,0.0697674418604651,0.1860465116279069,1.0,0.1395348837209302,0.3488372093023256,1.0,0.1860465116279069,0.3720930232558139,1.0,0.1395348837209302,0.3255813953488372,1.0,0.0930232558139534,0.3255813953488372,1.0,43,63.0,Chrysothamnus,False,Q4 high,R3
Chylismia cardiophylla,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,3,20.0,Chylismia,True,Q2,narrow
Cirsium andersonii,0.1818181818181818,0.2727272727272727,1.0,0.1818181818181818,0.5454545454545454,1.0,0.2727272727272727,0.8181818181818182,1.0,0.3636363636363636,0.7272727272727273,1.0,0.2727272727272727,0.8181818181818182,1.0,0.2727272727272727,0.7272727272727273,1.0,11,31.0,Cirsium,True,Q3,R2
Cirsium occidentale,0.15,0.3,1.0,0.05,0.2,1.0,0.15,0.4,1.0,0.15,0.3,1.0,0.125,0.375,1.0,0.075,0.325,1.0,40,116.0,Cirsium,True,Q4 high,wide
Cirsium remotifolium,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,11.0,Cirsium,True,Q2,narrow
Cirsium undulatum,0.0408163265306122,0.2040816326530612,1.0,0.1020408163265306,0.4081632653061224,1.0,0.1428571428571428,0.4489795918367347,1.0,0.1632653061224489,0.5102040816326531,1.0,0.1428571428571428,0.5510204081632653,1.0,0.1428571428571428,0.4693877551020408,1.0,49,125.0,Cirsium,True,Q4 high,wide
Clarkia cylindrica,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,3,11.0,Clarkia,True,Q2,narrow
Clarkia rhomboidea,0.25,0.5,1.0,0.5,0.75,1.0,0.5,0.75,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.5,1.0,1.0,4,73.0,Clarkia,True,Q2,R3
Claytonia gypsophiloides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,Claytonia,True,Q1 low,narrow
Claytonia perfoliata,0.0476190476190476,0.1904761904761904,1.0,0.0,0.0952380952380952,0.0,0.1428571428571428,0.3809523809523809,1.0,0.1428571428571428,0.3333333333333333,1.0,0.0476190476190476,0.3809523809523809,1.0,0.0476190476190476,0.3809523809523809,1.0,21,142.0,Claytonia,True,Q4 high,wide
Claytonia sibirica,0.0,0.5,0.0,0.0,0.1,0.0,0.4,0.7,1.0,0.5,0.7,1.0,0.3,0.6,1.0,0.0,0.6,0.0,10,105.0,Claytonia,True,Q3,wide
Clematis virginiana,0.0503597122302158,0.158273381294964,1.0,0.0359712230215827,0.1726618705035971,1.0,0.0503597122302158,0.2086330935251798,1.0,0.0431654676258992,0.1654676258992805,1.0,0.0431654676258992,0.1510791366906475,1.0,0.0431654676258992,0.158273381294964,1.0,139,310.0,Clematis,True,Q4 high,wide
Cliftonia monophylla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28.0,Cliftonia,False,Q1 low,R2
Clinopodium chandleri,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,4.0,Clinopodium,True,Q1 low,narrow
Cochemiea dioica,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,3,8.0,Cochemiea,False,Q2,narrow
Collinsia verna,0.04,0.12,1.0,0.04,0.12,1.0,0.16,0.24,1.0,0.12,0.28,1.0,0.12,0.36,1.0,0.12,0.36,1.0,25,67.0,Collinsia,True,Q4 high,R3
Colocasia esculenta,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,39.0,Colocasia,False,Q1 low,R2
Comarum palustre,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,4,102.0,Comarum,False,Q2,R3
Commelina diffusa,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,3,50.0,Commelina,True,Q2,R3
Comptonia peregrina,0.2,0.2,1.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.4,1.0,0.2,0.2,1.0,5,144.0,Comptonia,False,Q2,wide
Conium maculatum,0.0625,0.140625,1.0,0.09375,0.328125,1.0,0.046875,0.21875,1.0,0.0625,0.296875,1.0,0.0625,0.28125,1.0,0.0625,0.25,1.0,64,626.0,Conium,False,Q4 high,wide
Cordylanthus rigidus,0.2,0.4,1.0,0.3,0.4,1.0,0.3,0.6,1.0,0.6,0.6,1.0,0.4,0.7,1.0,0.6,0.6,1.0,10,25.0,Cordylanthus,True,Q3,R2
Coreopsis leavenworthii,0.1333333333333333,0.5333333333333333,1.0,0.0,0.2666666666666666,0.0,0.1333333333333333,0.2666666666666666,1.0,0.1333333333333333,0.5333333333333333,1.0,0.3333333333333333,0.6,1.0,0.2666666666666666,0.7333333333333333,1.0,15,28.0,Coreopsis,True,Q3,R2
Cornus foemina,0.2,0.4,1.0,0.4,0.4,1.0,0.4,0.4,1.0,0.4,0.4,1.0,0.2,0.4,1.0,0.0,0.4,0.0,5,26.0,Cornus,True,Q2,R2
Corydalis aurea,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,1.0,0.2,0.8,1.0,0.2,0.8,1.0,0.0,0.6,0.0,5,130.0,Corydalis,True,Q2,wide
Crataegus crus-galli,0.0526315789473684,0.1052631578947368,1.0,0.1578947368421052,0.4210526315789473,1.0,0.1052631578947368,0.2105263157894736,1.0,0.1052631578947368,0.2105263157894736,1.0,0.1052631578947368,0.3157894736842105,1.0,0.1578947368421052,0.4210526315789473,1.0,19,118.0,Crataegus,True,Q4 high,wide
Crotalaria rotundifolia,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,2,42.0,Crotalaria,True,Q1 low,R3
Croton michauxii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23.0,Croton,True,Q1 low,R2
